TIME_MILLIS,DATE,CONTENT,NOTES,SOURCELOG
1400206155000,2014-4-16 3:9:15,2014-05-16 3:09:15;INFO;TASK;*;Created work template;verify,None.,codex.log
1400206165000,2014-4-16 3:9:25,2014-05-16 3:09:25;INFO;TASK;*;New task;verify:Media Verify:fc638192-cc12-4af7-992b-1993fcb480ea,None.,codex.log
1400206165000,2014-4-16 3:9:25,2014-05-16 3:09:25;INFO;TASK;*;New Media Found;A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122),None.,codex.log
1400206165000,2014-4-16 3:9:25,2014-05-16 3:09:25;INFO;TASK;*;Verifying shot 1/1 A011C001_140516_R6ND;verify:Media Verify:fc638192-cc12-4af7-992b-1993fcb480ea,None.,codex.log
1400206165000,2014-4-16 3:9:25,2014-05-16 3:09:25;INFO;TASK;*;Task started;verify:Media Verify:fc638192-cc12-4af7-992b-1993fcb480ea,None.,codex.log
1400206171000,2014-4-16 3:9:31,2014-05-16 3:09:31;ERROR;TASK;*;CRC added/repaired on A011C001_140516_R6ND(31879617baff45c19efb89303db5721b);verify on A001R1ND @ 16 May 2014 3:09:25 am,None.,codex.log
1400206171000,2014-4-16 3:9:31,2014-05-16 3:09:31;INFO;TASK;*;;Successfully repaired 1 out of 1,None.,codex.log
1400206171000,2014-4-16 3:9:31,;;verify on A001R1ND @ 16 May 2014 3:09:25 am,Date/time est.,codex.log
1400206171000,2014-4-16 3:9:31,2014-05-16 3:09:31;INFO;TASK;*;;Successfully repaired 1 out of 1,None.,codex.log
1400206171000,2014-4-16 3:9:31,0 shots verified successfully.,Date/time est.,codex.log
1400206171010,2014-4-16 3:9:31,;;verify on A001R1ND @ 16 May 2014 3:09:25 am,Date/time est.,codex.log
1400206176000,2014-4-16 3:9:36,2014-05-16 3:09:36;ERROR;TASK;*;0 shots successfully verified;verify on A001R1ND @ 16 May 2014 3:09:25 am,None.,codex.log
1400206176000,2014-4-16 3:9:36,2014-05-16 3:09:36;INFO;TASK;*;Task finished - state: Complete;verify:Media Verify:fc638192-cc12-4af7-992b-1993fcb480ea,None.,codex.log
1400206176000,2014-4-16 3:9:36,2014-05-16 3:09:36;INFO;TASK;*;Job completed:verify on A001R1ND @ 16 May 2014 3:09:36 am;fc638192-cc12-4af7-992b-1993fcb480ea,None.,codex.log
1400206251000,2014-4-16 3:10:51,2014-05-16 3:10:51;INFO;TASK;*;Created work template;clone to internal,None.,codex.log
1400206264000,2014-4-16 3:11:4,2014-05-16 3:11:04;INFO;TASK;*;New task;clone to internal:Clone:56a99435-9c17-4d1c-bef1-403f07fb543a,None.,codex.log
1400206264000,2014-4-16 3:11:4,2014-05-16 3:11:04;INFO;TASK;*;Task started;clone to internal:Clone:56a99435-9c17-4d1c-bef1-403f07fb543a,None.,codex.log
1400206264000,2014-4-16 3:11:4,2014-05-16 3:11:04;INFO;TASK;*;Error couldn't find task marker to update on A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122);,None.,codex.log
1400206264000,2014-4-16 3:11:4,2014-05-16 3:11:04;INFO;TASK;*;Error couldn't find task marker to update on A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122);Destination dfec4ded-1d36-4741-9351-3c21a40592fc;,None.,codex.log
1400206269000,2014-4-16 3:11:9,2014-05-16 3:11:09;INFO;TASK;*;Error couldn't find task marker to update on A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122);Complete,None.,codex.log
1400206269000,2014-4-16 3:11:9,2014-05-16 3:11:09;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:56a99435-9c17-4d1c-bef1-403f07fb543a,None.,codex.log
1400206269000,2014-4-16 3:11:9,2014-05-16 3:11:09;INFO;TASK;*;Job completed:clone to internal on A001R1ND @ 16 May 2014 3:11:09 am;56a99435-9c17-4d1c-bef1-403f07fb543a,None.,codex.log
1400208164000,2014-4-16 3:42:44,2014-05-16 3:42:44;INFO;TASK;*;New task;clone to internal:Clone:96e15ca7-d792-454d-b639-bd09fccec94c,None.,codex.log
1400208164000,2014-4-16 3:42:44,2014-05-16 3:42:44;INFO;TASK;*;Task started;clone to internal:Clone:96e15ca7-d792-454d-b639-bd09fccec94c,None.,codex.log
1400208165000,2014-4-16 3:42:45,2014-05-16 3:42:45;INFO;TASK;*;Error couldn't find task marker to update on A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122);,None.,codex.log
1400208165000,2014-4-16 3:42:45,2014-05-16 3:42:45;INFO;TASK;*;Error couldn't find task marker to update on A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122);Destination ed5bcdde-9ea4-4abe-8a17-2cc5648f8c15;,None.,codex.log
1400208170000,2014-4-16 3:42:50,2014-05-16 3:42:50;INFO;TASK;*;Error couldn't find task marker to update on A001R1ND (6fd04b35-8746-40ce-9d91-8aaccebc5122);Complete,None.,codex.log
1400208170000,2014-4-16 3:42:50,2014-05-16 3:42:50;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:96e15ca7-d792-454d-b639-bd09fccec94c,None.,codex.log
1400208170000,2014-4-16 3:42:50,2014-05-16 3:42:50;INFO;TASK;*;Job completed:clone to internal on A001R1ND @ 16 May 2014 3:42:50 am;96e15ca7-d792-454d-b639-bd09fccec94c,None.,codex.log
1400208784000,2014-4-16 3:53:4,2014-05-16 3:53:04;WARNING;TASK;*;INT109 now has a different number of shots on it (1 was 0);UMID: ed5bcdde-9ea4-4abe-8a17-2cc5648f8c15,None.,codex.log
1400210497000,2014-4-16 4:21:37,2014-05-16 4:21:37;INFO;TASK;*;New task;verify:Media Verify:65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400210497000,2014-4-16 4:21:37,2014-05-16 4:21:37;INFO;TASK;*;Task started;verify:Media Verify:65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400210497000,2014-4-16 4:21:37,2014-05-16 4:21:37;INFO;TASK;*;Verifying shot 1/3 A001C001_140516_R6ND;verify:Media Verify:65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400210504000,2014-4-16 4:21:44,2014-05-16 4:21:44;ERROR;TASK;*;CRC added/repaired on A001C001_140516_R6ND(1c0c020eedec43fca61b2cf1b29f2739);verify on A001R6ND @ 16 May 2014 4:21:37 am,None.,codex.log
1400210504000,2014-4-16 4:21:44,2014-05-16 4:21:44;INFO;TASK;*;Verifying shot 2/3 A001C002_140516_R6ND;verify:Media Verify:65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400210510000,2014-4-16 4:21:50,2014-05-16 4:21:50;ERROR;TASK;*;CRC added/repaired on A001C002_140516_R6ND(966404edddc74faa838ff7efae8bdc4c);verify on A001R6ND @ 16 May 2014 4:21:37 am,None.,codex.log
1400210510000,2014-4-16 4:21:50,2014-05-16 4:21:50;INFO;TASK;*;Verifying shot 3/3 A001C003_140516_R6ND;verify:Media Verify:65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400210517000,2014-4-16 4:21:57,2014-05-16 4:21:57;ERROR;TASK;*;CRC added/repaired on A001C003_140516_R6ND(f68dd44ddce54ff09bcc5faa5528646c);verify on A001R6ND @ 16 May 2014 4:21:37 am,None.,codex.log
1400210517000,2014-4-16 4:21:57,2014-05-16 4:21:57;INFO;TASK;*;;Successfully repaired 3 out of 3,None.,codex.log
1400210517000,2014-4-16 4:21:57,;;verify on A001R6ND @ 16 May 2014 4:21:37 am,Date/time est.,codex.log
1400210517000,2014-4-16 4:21:57,2014-05-16 4:21:57;INFO;TASK;*;;Successfully repaired 3 out of 3,None.,codex.log
1400210517000,2014-4-16 4:21:57,0 shots verified successfully.,Date/time est.,codex.log
1400210517010,2014-4-16 4:21:57,;;verify on A001R6ND @ 16 May 2014 4:21:37 am,Date/time est.,codex.log
1400210977000,2014-4-16 4:29:37,2014-05-16 4:29:37;ERROR;TASK;*;0 shots successfully verified;verify on A001R6ND @ 16 May 2014 4:21:37 am,None.,codex.log
1400210977000,2014-4-16 4:29:37,2014-05-16 4:29:37;INFO;TASK;*;Task finished - state: Complete;verify:Media Verify:65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400210977000,2014-4-16 4:29:37,2014-05-16 4:29:37;INFO;TASK;*;Job completed:verify on A001R6ND @ 16 May 2014 4:29:37 am;65190b91-f9ab-48d0-b691-39900981f35c,None.,codex.log
1400211193000,2014-4-16 4:33:13,2014-05-16 4:33:13;INFO;TASK;*;New task;clone to internal:Clone:49947a53-b8b7-4a78-9bc2-6a4426541069,None.,codex.log
1400211193000,2014-4-16 4:33:13,2014-05-16 4:33:13;INFO;TASK;*;Task started;clone to internal:Clone:49947a53-b8b7-4a78-9bc2-6a4426541069,None.,codex.log
1400211193000,2014-4-16 4:33:13,2014-05-16 4:33:13;INFO;TASK;*;Error couldn't find task marker to update on A001R6ND (98ca4f5e-b8bb-472e-9fa6-c341ea77b57e);,None.,codex.log
1400211193000,2014-4-16 4:33:13,2014-05-16 4:33:13;INFO;TASK;*;Error couldn't find task marker to update on A001R6ND (98ca4f5e-b8bb-472e-9fa6-c341ea77b57e);Destination 94ed560a-c965-421a-99ef-cf714b09d330;,None.,codex.log
1400211210000,2014-4-16 4:33:30,2014-05-16 4:33:30;INFO;TASK;*;Error couldn't find task marker to update on A001R6ND (98ca4f5e-b8bb-472e-9fa6-c341ea77b57e);Complete,None.,codex.log
1400211210000,2014-4-16 4:33:30,2014-05-16 4:33:30;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:49947a53-b8b7-4a78-9bc2-6a4426541069,None.,codex.log
1400211210000,2014-4-16 4:33:30,2014-05-16 4:33:30;INFO;TASK;*;Job completed:clone to internal on A001R6ND @ 16 May 2014 4:33:30 am;49947a53-b8b7-4a78-9bc2-6a4426541069,None.,codex.log
1400211474000,2014-4-16 4:37:54,2014-05-16 4:37:54;INFO;TASK;*;New task;Sign Off Reports:Media Sign Off:d07ed91b-08ef-4fc4-ac4f-0ee5e295bbbe,None.,codex.log
1400211474000,2014-4-16 4:37:54,2014-05-16 4:37:54;INFO;TASK;*;New Media Found;INT110 (94ed560a-c965-421a-99ef-cf714b09d330),None.,codex.log
1400211474000,2014-4-16 4:37:54,2014-05-16 4:37:54;INFO;TASK;*;Task started;Sign Off Reports:Media Sign Off:d07ed91b-08ef-4fc4-ac4f-0ee5e295bbbe,None.,codex.log
1400211489000,2014-4-16 4:38:9,2014-05-16 4:38:09;INFO;TASK;*;Signed off successfully;Sign Off Reports:Media Sign Off:d07ed91b-08ef-4fc4-ac4f-0ee5e295bbbe,None.,codex.log
1400211489000,2014-4-16 4:38:9,2014-05-16 4:38:09;INFO;TASK;*;Task finished - state: Complete;Sign Off Reports:Media Sign Off:d07ed91b-08ef-4fc4-ac4f-0ee5e295bbbe,None.,codex.log
1400211489000,2014-4-16 4:38:9,2014-05-16 4:38:09;INFO;TASK;*;Job completed:Sign Off Reports on INT110 @ 16 May 2014 4:38:09 am;d07ed91b-08ef-4fc4-ac4f-0ee5e295bbbe,None.,codex.log
1400211501000,2014-4-16 4:38:21,2014-05-16 4:38:21;INFO;TASK;*;New task;Sign Off Reports:Media Sign Off:08667527-a029-4f80-8c98-d5ee6d0d350c,None.,codex.log
1400211501000,2014-4-16 4:38:21,2014-05-16 4:38:21;INFO;TASK;*;Task started;Sign Off Reports:Media Sign Off:08667527-a029-4f80-8c98-d5ee6d0d350c,None.,codex.log
1400211508000,2014-4-16 4:38:28,2014-05-16 4:38:28;INFO;TASK;*;Signed off successfully;Sign Off Reports:Media Sign Off:08667527-a029-4f80-8c98-d5ee6d0d350c,None.,codex.log
1400211508000,2014-4-16 4:38:28,2014-05-16 4:38:28;INFO;TASK;*;Task finished - state: Complete;Sign Off Reports:Media Sign Off:08667527-a029-4f80-8c98-d5ee6d0d350c,None.,codex.log
1400211508000,2014-4-16 4:38:28,2014-05-16 4:38:28;INFO;TASK;*;Job completed:Sign Off Reports on INT110 @ 16 May 2014 4:38:28 am;08667527-a029-4f80-8c98-d5ee6d0d350c,None.,codex.log
1400212005000,2014-4-16 4:46:45,2014-05-16 4:46:45;WARNING;TASK;*;Note: pack/storage called  has been renamed to A002R6ND.;UMID: e8a81a1f-d623-4ecd-a8fd-94c6e5df7274,None.,codex.log
1400212659000,2014-4-16 4:57:39,2014-05-16 4:57:39;INFO;TASK;*;New task;clone to internal:Clone:b7759cd2-a29a-45bc-907b-8d75be42f0ba,None.,codex.log
1400212660000,2014-4-16 4:57:40,2014-05-16 4:57:40;INFO;TASK;*;Task started;clone to internal:Clone:b7759cd2-a29a-45bc-907b-8d75be42f0ba,None.,codex.log
1400212660000,2014-4-16 4:57:40,2014-05-16 4:57:40;INFO;TASK;*;Error couldn't find task marker to update on A002R6ND (e8a81a1f-d623-4ecd-a8fd-94c6e5df7274);,None.,codex.log
1400212660000,2014-4-16 4:57:40,2014-05-16 4:57:40;INFO;TASK;*;Error couldn't find task marker to update on A002R6ND (e8a81a1f-d623-4ecd-a8fd-94c6e5df7274);Destination 94ed560a-c965-421a-99ef-cf714b09d330;,None.,codex.log
1400212671000,2014-4-16 4:57:51,2014-05-16 4:57:51;INFO;TASK;*;Error couldn't find task marker to update on A002R6ND (e8a81a1f-d623-4ecd-a8fd-94c6e5df7274);Complete,None.,codex.log
1400212671000,2014-4-16 4:57:51,2014-05-16 4:57:51;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:b7759cd2-a29a-45bc-907b-8d75be42f0ba,None.,codex.log
1400212671000,2014-4-16 4:57:51,2014-05-16 4:57:51;INFO;TASK;*;Job completed:clone to internal on A002R6ND @ 16 May 2014 4:57:51 am;b7759cd2-a29a-45bc-907b-8d75be42f0ba,None.,codex.log
1400213441000,2014-4-16 5:10:41,2014-05-16 5:10:41;WARNING;TASK;*;Note: pack/storage called  has been renamed to A003R6ND.;UMID: 10924907-fde3-4292-a076-1ce20a2c09fe,None.,codex.log
1400213522000,2014-4-16 5:12:2,2014-05-16 5:12:02;INFO;TASK;*;New task;verify:Media Verify:349ccef6-c203-402c-ae4b-644f296adc61,None.,codex.log
1400213522000,2014-4-16 5:12:2,2014-05-16 5:12:02;INFO;TASK;*;Verifying shot 1/1 A003C001_140516_R6ND;verify:Media Verify:349ccef6-c203-402c-ae4b-644f296adc61,None.,codex.log
1400213522000,2014-4-16 5:12:2,2014-05-16 5:12:02;INFO;TASK;*;Task started;verify:Media Verify:349ccef6-c203-402c-ae4b-644f296adc61,None.,codex.log
1400213535000,2014-4-16 5:12:15,2014-05-16 5:12:15;ERROR;TASK;*;CRC added/repaired on A003C001_140516_R6ND(8ffe53f2fb5d499f820b88f28ce6ac74);verify on A003R6ND @ 16 May 2014 5:12:02 am,None.,codex.log
1400213535000,2014-4-16 5:12:15,2014-05-16 5:12:15;INFO;TASK;*;;Successfully repaired 1 out of 1,None.,codex.log
1400213535000,2014-4-16 5:12:15,;;verify on A003R6ND @ 16 May 2014 5:12:02 am,Date/time est.,codex.log
1400213535000,2014-4-16 5:12:15,2014-05-16 5:12:15;INFO;TASK;*;;Successfully repaired 1 out of 1,None.,codex.log
1400213535000,2014-4-16 5:12:15,0 shots verified successfully.,Date/time est.,codex.log
1400213535010,2014-4-16 5:12:15,;;verify on A003R6ND @ 16 May 2014 5:12:02 am,Date/time est.,codex.log
1400213538000,2014-4-16 5:12:18,2014-05-16 5:12:18;ERROR;TASK;*;0 shots successfully verified;verify on A003R6ND @ 16 May 2014 5:12:02 am,None.,codex.log
1400213538000,2014-4-16 5:12:18,2014-05-16 5:12:18;INFO;TASK;*;Task finished - state: Complete;verify:Media Verify:349ccef6-c203-402c-ae4b-644f296adc61,None.,codex.log
1400213538000,2014-4-16 5:12:18,2014-05-16 5:12:18;INFO;TASK;*;Job completed:verify on A003R6ND @ 16 May 2014 5:12:18 am;349ccef6-c203-402c-ae4b-644f296adc61,None.,codex.log
1400213546000,2014-4-16 5:12:26,2014-05-16 5:12:26;INFO;TASK;*;New task;clone to internal:Clone:fdb48f26-10cc-49d4-b768-41bf30d5ca17,None.,codex.log
1400213547000,2014-4-16 5:12:27,2014-05-16 5:12:27;INFO;TASK;*;Task started;clone to internal:Clone:fdb48f26-10cc-49d4-b768-41bf30d5ca17,None.,codex.log
1400213547000,2014-4-16 5:12:27,2014-05-16 5:12:27;INFO;TASK;*;Error couldn't find task marker to update on A003R6ND (10924907-fde3-4292-a076-1ce20a2c09fe);,None.,codex.log
1400213547000,2014-4-16 5:12:27,2014-05-16 5:12:27;INFO;TASK;*;Error couldn't find task marker to update on A003R6ND (10924907-fde3-4292-a076-1ce20a2c09fe);Destination 94ed560a-c965-421a-99ef-cf714b09d330;,None.,codex.log
1400213554000,2014-4-16 5:12:34,2014-05-16 5:12:34;INFO;TASK;*;Error couldn't find task marker to update on A003R6ND (10924907-fde3-4292-a076-1ce20a2c09fe);Complete,None.,codex.log
1400213554000,2014-4-16 5:12:34,2014-05-16 5:12:34;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:fdb48f26-10cc-49d4-b768-41bf30d5ca17,None.,codex.log
1400213554000,2014-4-16 5:12:34,2014-05-16 5:12:34;INFO;TASK;*;Job completed:clone to internal on A003R6ND @ 16 May 2014 5:12:34 am;fdb48f26-10cc-49d4-b768-41bf30d5ca17,None.,codex.log
1400214016000,2014-4-16 5:20:16,2014-05-16 5:20:16;WARNING;TASK;*;Note: pack/storage called A003R7ND has been renamed to A001R6ND.;UMID: dc1f027a-b31f-44e0-b3d0-f9a501dc3dba,None.,codex.log
1400214016000,2014-4-16 5:20:16,2014-05-16 5:20:16;ERROR;TASK;*;There is another pack whose Media User Label is also A001R6ND.;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214415000,2014-4-16 5:26:55,2014-05-16 5:26:55;INFO;TASK;*;New task;clone to internal:Clone:bc01eed1-7036-4657-b54b-51b1dd12253f,None.,codex.log
1400214415000,2014-4-16 5:26:55,2014-05-16 5:26:55;INFO;TASK;*;New Media Found;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214415000,2014-4-16 5:26:55,2014-05-16 5:26:55;ERROR;TASK;*;Error registering new media;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214415000,2014-4-16 5:26:55,2014-05-16 5:26:55;INFO;TASK;*;Error couldn't find object A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba) to update task marker on;,None.,codex.log
1400214415000,2014-4-16 5:26:55,2014-05-16 5:26:55;INFO;TASK;*;Task started;clone to internal:Clone:bc01eed1-7036-4657-b54b-51b1dd12253f,None.,codex.log
1400214415000,2014-4-16 5:26:55,2014-05-16 5:26:55;ERROR;TASK;*;Error finding media object;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214418000,2014-4-16 5:26:58,2014-05-16 5:26:58;ERROR;TASK;*;Error finding media object;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;WARNING;TASK;*;MUL renamed from A001R6ND;A001R6OG,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Error couldn't find task marker to update on A001R6OG (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba);,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Error couldn't find task marker to update on A001R6OG (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba);Destination 94ed560a-c965-421a-99ef-cf714b09d330;,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;ERROR;TASK;*;No frames found to clone on input A001R6OG;clone to internal:Clone:bc01eed1-7036-4657-b54b-51b1dd12253f_underlying_clone,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;WARNING;TASK;*;Note: pack/storage called A001R6OG has been renamed to A001R6ND.;UMID: dc1f027a-b31f-44e0-b3d0-f9a501dc3dba,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;ERROR;TASK;*;Error finding media object;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Task finished - state: Error;clone to internal:Clone:bc01eed1-7036-4657-b54b-51b1dd12253f,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Job completed:clone to internal on A001R6ND @ 16 May 2014 5:27:27 am;bc01eed1-7036-4657-b54b-51b1dd12253f,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Error couldn't find object A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba) to update task marker on;Error,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;WARNING;TASK;*;Note: pack/storage called A001R6ND has been renamed to A001R6OG.;UMID: dc1f027a-b31f-44e0-b3d0-f9a501dc3dba,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Error couldn't find task marker to update on A001R6OG (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba);Error,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;WARNING;TASK;*;Note: pack/storage called A001R6OG has been renamed to A001R6ND.;UMID: dc1f027a-b31f-44e0-b3d0-f9a501dc3dba,None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;ERROR;TASK;*;Error finding media object;A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba),None.,codex.log
1400214447000,2014-4-16 5:27:27,2014-05-16 5:27:27;INFO;TASK;*;Error couldn't find object A001R6ND (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba) to update task marker on;Error,None.,codex.log
1400214487000,2014-4-16 5:28:7,2014-05-16 5:28:07;INFO;TASK;*;New task;clone to internal:Clone:fb1463e3-55aa-45c3-88bd-b28a7d1397ee,None.,codex.log
1400214488000,2014-4-16 5:28:8,2014-05-16 5:28:08;WARNING;TASK;*;Note: pack/storage called A001R6ND has been renamed to A001R6OG.;UMID: dc1f027a-b31f-44e0-b3d0-f9a501dc3dba,None.,codex.log
1400214488000,2014-4-16 5:28:8,2014-05-16 5:28:08;INFO;TASK;*;Task started;clone to internal:Clone:fb1463e3-55aa-45c3-88bd-b28a7d1397ee,None.,codex.log
1400214488000,2014-4-16 5:28:8,2014-05-16 5:28:08;INFO;TASK;*;Error couldn't find task marker to update on A001R6OG (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba);,None.,codex.log
1400214488000,2014-4-16 5:28:8,2014-05-16 5:28:08;INFO;TASK;*;Error couldn't find task marker to update on A001R6OG (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba);Destination 94ed560a-c965-421a-99ef-cf714b09d330;,None.,codex.log
1400214496000,2014-4-16 5:28:16,2014-05-16 5:28:16;INFO;TASK;*;Error couldn't find task marker to update on A001R6OG (dc1f027a-b31f-44e0-b3d0-f9a501dc3dba);Complete,None.,codex.log
1400214496000,2014-4-16 5:28:16,2014-05-16 5:28:16;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:fb1463e3-55aa-45c3-88bd-b28a7d1397ee,None.,codex.log
1400214496000,2014-4-16 5:28:16,2014-05-16 5:28:16;INFO;TASK;*;Job completed:clone to internal on A001R6OG @ 16 May 2014 5:28:16 am;fb1463e3-55aa-45c3-88bd-b28a7d1397ee,None.,codex.log
1400214677000,2014-4-16 5:31:17,2014-05-16 5:31:17;WARNING;TASK;*;Note: pack/storage called  has been renamed to A002R6ND.;UMID: 87770d61-0984-4c21-89ec-580c309e6063,None.,codex.log
1400214677000,2014-4-16 5:31:17,2014-05-16 5:31:17;ERROR;TASK;*;There is another pack whose Media User Label is also A002R6ND.;A002R6ND (87770d61-0984-4c21-89ec-580c309e6063),None.,codex.log
1400214735000,2014-4-16 5:32:15,2014-05-16 5:32:15;INFO;TASK;*;New task;verify:Media Verify:82f0d74d-5bcf-4166-ae4a-aa07d39ca778,None.,codex.log
1400214735000,2014-4-16 5:32:15,2014-05-16 5:32:15;INFO;TASK;*;New Media Found;A002R6ND (87770d61-0984-4c21-89ec-580c309e6063),None.,codex.log
1400214735000,2014-4-16 5:32:15,2014-05-16 5:32:15;ERROR;TASK;*;Error registering new media;A002R6ND (87770d61-0984-4c21-89ec-580c309e6063),None.,codex.log
1400214735000,2014-4-16 5:32:15,2014-05-16 5:32:15;INFO;TASK;*;Task started;verify:Media Verify:82f0d74d-5bcf-4166-ae4a-aa07d39ca778,None.,codex.log
1400214735000,2014-4-16 5:32:15,2014-05-16 5:32:15;ERROR;TASK;*;Error finding media object;A002R6ND (87770d61-0984-4c21-89ec-580c309e6063),None.,codex.log
1400214737000,2014-4-16 5:32:17,2014-05-16 5:32:17;ERROR;TASK;*;Error finding media object;A002R6ND (87770d61-0984-4c21-89ec-580c309e6063),None.,codex.log
1400214749000,2014-4-16 5:32:29,2014-05-16 5:32:29;WARNING;TASK;*;MUL renamed from A002R6ND;A002R6OG,None.,codex.log
1400214749000,2014-4-16 5:32:29,2014-05-16 5:32:29;INFO;TASK;*;Error couldn't find task marker to update on A002R6OG (87770d61-0984-4c21-89ec-580c309e6063);,None.,codex.log
1400214749000,2014-4-16 5:32:29,2014-05-16 5:32:29;INFO;TASK;*;;All shots verified successfully.,None.,codex.log
1400214749000,2014-4-16 5:32:29,;;verify on A002R6ND @ 16 May 2014 5:32:15 am,Date/time est.,codex.log
1400214750000,2014-4-16 5:32:30,2014-05-16 5:32:30;ERROR;TASK;*;All shots successfully verified;verify on A002R6ND @ 16 May 2014 5:32:15 am,None.,codex.log
1400214750000,2014-4-16 5:32:30,2014-05-16 5:32:30;INFO;TASK;*;Error couldn't find task marker to update on A002R6OG (87770d61-0984-4c21-89ec-580c309e6063);Complete,None.,codex.log
1400214750000,2014-4-16 5:32:30,2014-05-16 5:32:30;INFO;TASK;*;Task finished - state: Complete;verify:Media Verify:82f0d74d-5bcf-4166-ae4a-aa07d39ca778,None.,codex.log
1400214750000,2014-4-16 5:32:30,2014-05-16 5:32:30;INFO;TASK;*;Job completed:verify on A002R6OG @ 16 May 2014 5:32:30 am;82f0d74d-5bcf-4166-ae4a-aa07d39ca778,None.,codex.log
1400214762000,2014-4-16 5:32:42,2014-05-16 5:32:42;INFO;TASK;*;New task;clone to internal:Clone:097101da-a7e5-4bc3-afcf-9d2fad5c6f08,None.,codex.log
1400214762000,2014-4-16 5:32:42,2014-05-16 5:32:42;INFO;TASK;*;Task started;clone to internal:Clone:097101da-a7e5-4bc3-afcf-9d2fad5c6f08,None.,codex.log
1400214762000,2014-4-16 5:32:42,2014-05-16 5:32:42;INFO;TASK;*;Error couldn't find task marker to update on A002R6OG (87770d61-0984-4c21-89ec-580c309e6063);,None.,codex.log
1400214762000,2014-4-16 5:32:42,2014-05-16 5:32:42;INFO;TASK;*;Error couldn't find task marker to update on A002R6OG (87770d61-0984-4c21-89ec-580c309e6063);Destination 94ed560a-c965-421a-99ef-cf714b09d330;,None.,codex.log
1400214775000,2014-4-16 5:32:55,2014-05-16 5:32:55;INFO;TASK;*;Error couldn't find task marker to update on A002R6OG (87770d61-0984-4c21-89ec-580c309e6063);Complete,None.,codex.log
1400214775000,2014-4-16 5:32:55,2014-05-16 5:32:55;INFO;TASK;*;Task finished - state: Complete;clone to internal:Clone:097101da-a7e5-4bc3-afcf-9d2fad5c6f08,None.,codex.log
