TIME_MILLIS,DATE,CONTENT,NOTES,SOURCELOG
1398956879560,2014-4-1 16:7:59,[libx264 @ 0xe901d860] frame I:8     Avg QP: 8.15  size: 83831,Date/time est.,drserver.0.log
1398956879570,2014-4-1 16:7:59,[libx264 @ 0xe901d860] frame P:45    Avg QP:10.70  size: 24837,Date/time est.,drserver.0.log
1398956879580,2014-4-1 16:7:59,[libx264 @ 0xe901d860] frame B:11    Avg QP:10.23  size:  9038,Date/time est.,drserver.0.log
1398956879590,2014-4-1 16:7:59,[libx264 @ 0xe901d860] consecutive B-frames: 75.0%  3.1%  9.4% 12.5%,Date/time est.,drserver.0.log
1398956879600,2014-4-1 16:7:59,[libx264 @ 0xe901d860] mb I  I16..4: 40.7%  0.0% 59.3%,Date/time est.,drserver.0.log
1398956879610,2014-4-1 16:7:59,[libx264 @ 0xe901d860] mb P  I16..4:  5.1%  0.0%  5.6%  P16..4: 39.4% 27.1% 18.7%  0.0%  0.0%    skip: 4.0%,Date/time est.,drserver.0.log
1398956879620,2014-4-1 16:7:59,[libx264 @ 0xe901d860] mb B  I16..4:  0.1%  0.0%  0.2%  B16..8: 43.6%  9.5%  2.1%  direct: 2.4%  skip:42.0%  L0:39.8% L1:58.0% BI: 2.2%,Date/time est.,drserver.0.log
1398956879630,2014-4-1 16:7:59,[libx264 @ 0xe901d860] coded y;uvDC;uvAC intra: 78.9% 85.6% 77.8% inter: 27.7% 32.6% 15.1%,Date/time est.,drserver.0.log
1398956879640,2014-4-1 16:7:59,[libx264 @ 0xe901d860] i16 v;h;dc;p: 18% 21% 16% 45%,Date/time est.,drserver.0.log
1398956879650,2014-4-1 16:7:59,[libx264 @ 0xe901d860] i4 v;h;dc;ddl;ddr;vr;hd;vl;hu: 29% 25% 22%  4%  5%  4%  4%  3%  4%,Date/time est.,drserver.0.log
1398956879660,2014-4-1 16:7:59,[libx264 @ 0xe901d860] i8c dc;h;v;p: 62% 17% 14%  7%,Date/time est.,drserver.0.log
1398956879670,2014-4-1 16:7:59,[libx264 @ 0xe901d860] Weighted P-Frames: Y:8.9% UV:2.2%,Date/time est.,drserver.0.log
1398956879680,2014-4-1 16:7:59,[libx264 @ 0xe901d860] ref P L0: 77.1%  2.0% 14.5%  6.0%  0.4%,Date/time est.,drserver.0.log
1398956879690,2014-4-1 16:7:59,[libx264 @ 0xe901d860] ref B L0: 74.1% 22.4%  3.5%,Date/time est.,drserver.0.log
1398956879700,2014-4-1 16:7:59,[libx264 @ 0xe901d860] ref B L1: 84.9% 15.1%,Date/time est.,drserver.0.log
1398956879710,2014-4-1 16:7:59,[libx264 @ 0xe901d860] kb/s:13.83,Date/time est.,drserver.0.log
1398956879720,2014-4-1 16:7:59,Generate Ave FPS = 18.73; 1592/3398 frames 84secs -> 96,Date/time est.,drserver.0.log
1398956879730,2014-4-1 16:7:59,Initialise movie [mov],Date/time est.,drserver.0.log
1398956879740,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] using cpu capabilities: MMX2 SSE2Fast SSSE3 SSE4.2 AVX,Date/time est.,drserver.0.log
1398956879750,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] profile Main; level 4.0,Date/time est.,drserver.0.log
1398956879760,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] 264 - core 135 - H.264/MPEG-4 AVC codec - Copyright 2003-2013 - http://www.videolan.org/x264.html - options: cabac=1 ref=3 deblock=1:0:0 analyse=0x1:0x111 me=hex subme=7 psy=1 psy_rd=1.00:0.00 mixed_ref=1 me_range=16 chroma_me=1 trellis=1 8x8dct=0 cqm=0 deadzone=21;11 fast_pskip=1 chroma_qp_offset=-2 threads=12 lookahead_threads=2 sliced_threads=0 nr=0 decimate=1 interlaced=0 bluray_compat=0 constrained_intra=0 bframes=3 b_pyramid=2 b_adapt=1 b_bias=0 direct=1 weightb=1 open_gop=0 weightp=2 keyint=8 keyint_min=5 scenecut=40 intra_refresh=0 rc_lookahead=8 rc=crf mbtree=1 crf=23.0 qcomp=0.60 qpmin=0 qpmax=69 qpstep=4 ip_ratio=1.40 aq=1:1.00,Date/time est.,drserver.0.log
1398956879770,2014-4-1 16:7:59,Writing Header: ,Date/time est.,drserver.0.log
1398956879780,2014-4-1 16:7:59,Pushing through any remaining samples,Date/time est.,drserver.0.log
1398956879790,2014-4-1 16:7:59,Flushing buffers,Date/time est.,drserver.0.log
1398956879800,2014-4-1 16:7:59,Calling finaliseMovie,Date/time est.,drserver.0.log
1398956879810,2014-4-1 16:7:59,Writing Trailer: ,Date/time est.,drserver.0.log
1398956879820,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] frame I:4     Avg QP: 7.99  size:108668,Date/time est.,drserver.0.log
1398956879830,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] frame P:7     Avg QP:10.02  size: 19141,Date/time est.,drserver.0.log
1398956879840,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] frame B:15    Avg QP: 9.96  size:  9775,Date/time est.,drserver.0.log
1398956879850,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] consecutive B-frames: 19.2%  0.0% 34.6% 46.2%,Date/time est.,drserver.0.log
1398956879860,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] mb I  I16..4: 35.5%  0.0% 64.5%,Date/time est.,drserver.0.log
1398956879870,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] mb P  I16..4:  1.2%  0.0%  0.9%  P16..4: 31.0% 21.9% 22.0%  0.0%  0.0%    skip:22.9%,Date/time est.,drserver.0.log
1398956879880,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] mb B  I16..4:  0.2%  0.0%  0.0%  B16..8: 36.9%  7.5%  2.0%  direct: 2.9%  skip:50.6%  L0:37.0% L1:60.4% BI: 2.6%,Date/time est.,drserver.0.log
1398956879890,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] coded y;uvDC;uvAC intra: 93.8% 90.8% 89.0% inter: 15.3% 20.9% 14.0%,Date/time est.,drserver.0.log
1398956879900,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] i16 v;h;dc;p: 19% 18% 36% 27%,Date/time est.,drserver.0.log
1398956879910,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] i4 v;h;dc;ddl;ddr;vr;hd;vl;hu: 27% 23% 23%  5%  5%  4%  4%  4%  4%,Date/time est.,drserver.0.log
1398956879920,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] i8c dc;h;v;p: 66% 15% 13%  6%,Date/time est.,drserver.0.log
1398956879930,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] Weighted P-Frames: Y:0.0% UV:0.0%,Date/time est.,drserver.0.log
1398956879940,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] ref P L0: 80.7%  0.1% 12.1%  7.1%,Date/time est.,drserver.0.log
1398956879950,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] ref B L0: 71.8% 24.7%  3.5%,Date/time est.,drserver.0.log
1398956879960,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] ref B L1: 84.6% 15.4%,Date/time est.,drserver.0.log
1398956879970,2014-4-1 16:7:59,[libx264 @ 0xe760fbe0] kb/s:12.90,Date/time est.,drserver.0.log
1398956879980,2014-4-1 16:7:59,Generate Ave FPS = 18.81; 1618/3398 frames 86secs -> 94,Date/time est.,drserver.0.log
1398956879990,2014-4-1 16:7:59,Initialise movie [mov],Date/time est.,drserver.0.log
1398956880000,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] using cpu capabilities: MMX2 SSE2Fast SSSE3 SSE4.2 AVX,Date/time est.,drserver.0.log
1398956880010,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] profile Main; level 4.0,Date/time est.,drserver.0.log
1398956880020,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] 264 - core 135 - H.264/MPEG-4 AVC codec - Copyright 2003-2013 - http://www.videolan.org/x264.html - options: cabac=1 ref=3 deblock=1:0:0 analyse=0x1:0x111 me=hex subme=7 psy=1 psy_rd=1.00:0.00 mixed_ref=1 me_range=16 chroma_me=1 trellis=1 8x8dct=0 cqm=0 deadzone=21;11 fast_pskip=1 chroma_qp_offset=-2 threads=12 lookahead_threads=2 sliced_threads=0 nr=0 decimate=1 interlaced=0 bluray_compat=0 constrained_intra=0 bframes=3 b_pyramid=2 b_adapt=1 b_bias=0 direct=1 weightb=1 open_gop=0 weightp=2 keyint=8 keyint_min=5 scenecut=40 intra_refresh=0 rc_lookahead=8 rc=crf mbtree=1 crf=23.0 qcomp=0.60 qpmin=0 qpmax=69 qpstep=4 ip_ratio=1.40 aq=1:1.00,Date/time est.,drserver.0.log
1398956880030,2014-4-1 16:8:0,Writing Header: ,Date/time est.,drserver.0.log
1398956880040,2014-4-1 16:8:0,Pushing through any remaining samples,Date/time est.,drserver.0.log
1398956880050,2014-4-1 16:8:0,Flushing buffers,Date/time est.,drserver.0.log
1398956880060,2014-4-1 16:8:0,Calling finaliseMovie,Date/time est.,drserver.0.log
1398956880070,2014-4-1 16:8:0,Writing Trailer: ,Date/time est.,drserver.0.log
1398956880080,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] frame I:98    Avg QP: 5.04  size:177848,Date/time est.,drserver.0.log
1398956880090,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] frame P:283   Avg QP:10.03  size: 37938,Date/time est.,drserver.0.log
1398956880100,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] frame B:397   Avg QP:11.51  size:   826,Date/time est.,drserver.0.log
1398956880110,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] consecutive B-frames: 27.0% 10.8% 12.3% 49.9%,Date/time est.,drserver.0.log
1398956880120,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] mb I  I16..4: 50.4%  0.0% 49.6%,Date/time est.,drserver.0.log
1398956880130,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] mb P  I16..4:  3.7%  0.0%  3.5%  P16..4: 16.9% 10.1% 10.4%  0.0%  0.0%    skip:55.5%,Date/time est.,drserver.0.log
1398956880140,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] mb B  I16..4:  0.0%  0.0%  0.0%  B16..8:  4.0%  0.2%  0.3%  direct: 0.6%  skip:94.9%  L0:29.5% L1:69.0% BI: 1.5%,Date/time est.,drserver.0.log
1398956880150,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] coded y;uvDC;uvAC intra: 98.2% 98.1% 97.5% inter: 10.6% 11.7% 10.9%,Date/time est.,drserver.0.log
1398956880160,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] i16 v;h;dc;p: 13% 14% 47% 26%,Date/time est.,drserver.0.log
1398956880170,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] i4 v;h;dc;ddl;ddr;vr;hd;vl;hu: 22% 22% 29%  5%  5%  4%  4%  4%  5%,Date/time est.,drserver.0.log
1398956880180,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] i8c dc;h;v;p: 71% 12% 10%  6%,Date/time est.,drserver.0.log
1398956880190,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] Weighted P-Frames: Y:2.1% UV:0.4%,Date/time est.,drserver.0.log
1398956880200,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] ref P L0: 92.5%  1.0%  5.8%  0.7%  0.0%,Date/time est.,drserver.0.log
1398956880210,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] ref B L0: 96.9%  3.0%  0.1%,Date/time est.,drserver.0.log
1398956880220,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] ref B L1: 98.3%  1.7%,Date/time est.,drserver.0.log
1398956880230,2014-4-1 16:8:0,[libx264 @ 0xec21a9e0] kb/s:17.17,Date/time est.,drserver.0.log
1398956880240,2014-4-1 16:8:0,Generate Ave FPS = 18.66; 2396/3398 frames 107secs -> 53,Date/time est.,drserver.0.log
1398956880250,2014-4-1 16:8:0,Initialise movie [mov],Date/time est.,drserver.0.log
1398956880260,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] using cpu capabilities: MMX2 SSE2Fast SSSE3 SSE4.2 AVX,Date/time est.,drserver.0.log
1398956880270,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] profile Main; level 4.0,Date/time est.,drserver.0.log
1398956880280,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] 264 - core 135 - H.264/MPEG-4 AVC codec - Copyright 2003-2013 - http://www.videolan.org/x264.html - options: cabac=1 ref=3 deblock=1:0:0 analyse=0x1:0x111 me=hex subme=7 psy=1 psy_rd=1.00:0.00 mixed_ref=1 me_range=16 chroma_me=1 trellis=1 8x8dct=0 cqm=0 deadzone=21;11 fast_pskip=1 chroma_qp_offset=-2 threads=12 lookahead_threads=2 sliced_threads=0 nr=0 decimate=1 interlaced=0 bluray_compat=0 constrained_intra=0 bframes=3 b_pyramid=2 b_adapt=1 b_bias=0 direct=1 weightb=1 open_gop=0 weightp=2 keyint=8 keyint_min=5 scenecut=40 intra_refresh=0 rc_lookahead=8 rc=crf mbtree=1 crf=23.0 qcomp=0.60 qpmin=0 qpmax=69 qpstep=4 ip_ratio=1.40 aq=1:1.00,Date/time est.,drserver.0.log
1398956880290,2014-4-1 16:8:0,Writing Header: ,Date/time est.,drserver.0.log
1398956880300,2014-4-1 16:8:0,Pushing through any remaining samples,Date/time est.,drserver.0.log
1398956880310,2014-4-1 16:8:0,Flushing buffers,Date/time est.,drserver.0.log
1398956880320,2014-4-1 16:8:0,Calling finaliseMovie,Date/time est.,drserver.0.log
1398956880330,2014-4-1 16:8:0,Writing Trailer: ,Date/time est.,drserver.0.log
1398956880340,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] frame I:126   Avg QP: 8.31  size:205172,Date/time est.,drserver.0.log
1398956880350,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] frame P:276   Avg QP:12.66  size: 38212,Date/time est.,drserver.0.log
1398956880360,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] frame B:600   Avg QP:13.34  size: 18433,Date/time est.,drserver.0.log
1398956880370,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] consecutive B-frames: 13.8%  7.6% 34.7% 43.9%,Date/time est.,drserver.0.log
1398956880380,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] mb I  I16..4: 20.4%  0.0% 79.6%,Date/time est.,drserver.0.log
1398956880390,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] mb P  I16..4:  2.1%  0.0%  4.3%  P16..4: 34.4% 31.2% 20.3%  0.0%  0.0%    skip: 7.7%,Date/time est.,drserver.0.log
1398956880400,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] mb B  I16..4:  0.5%  0.0%  0.4%  B16..8: 47.7% 14.1%  3.6%  direct: 4.5%  skip:29.2%  L0:46.7% L1:42.1% BI:11.2%,Date/time est.,drserver.0.log
1398956880410,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] coded y;uvDC;uvAC intra: 97.3% 97.9% 96.8% inter: 23.9% 27.7% 17.9%,Date/time est.,drserver.0.log
1398956880420,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] i16 v;h;dc;p: 14% 11% 30% 45%,Date/time est.,drserver.0.log
1398956880430,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] i4 v;h;dc;ddl;ddr;vr;hd;vl;hu: 18% 18% 14%  7% 10%  8% 11%  7%  7%,Date/time est.,drserver.0.log
1398956880440,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] i8c dc;h;v;p: 65% 13% 11% 11%,Date/time est.,drserver.0.log
1398956880450,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] Weighted P-Frames: Y:0.0% UV:0.0%,Date/time est.,drserver.0.log
1398956880460,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] ref P L0: 79.6%  5.0% 10.6%  4.7%,Date/time est.,drserver.0.log
1398956880470,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] ref B L0: 84.7% 13.1%  2.2%,Date/time est.,drserver.0.log
1398956880480,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] ref B L1: 91.0%  9.0%,Date/time est.,drserver.0.log
1398956880490,2014-4-1 16:8:0,[libx264 @ 0xe765b9a0] kb/s:17.76,Date/time est.,drserver.0.log
1398956880500,2014-4-1 16:8:0,Generate Ave FPS = 22.36; 3398/3398 frames 145secs -> 1,Date/time est.,drserver.0.log
1398957102000,2014-4-1 16:11:42,MountDelete 1 May 2014 4:11:42 pm /dev/sdd1 exfat,None.,drserver.0.log
1398957102000,2014-4-1 16:11:42,	/mnt/Vault/1,Date/time est.,drserver.0.log
1398957102010,2014-4-1 16:11:42,	SSD - '5335-9A27',Date/time est.,drserver.0.log
1398957102020,2014-4-1 16:11:42,	115671/122100MB left,Date/time est.,drserver.0.log
1398957102030,2014-4-1 16:11:42,	UMID - '5dcd0269-d3b9-a7c7-f119-a056984c46be',Date/time est.,drserver.0.log
1398957102040,2014-4-1 16:11:42,Finished: sinfilm in London:Generate:c0091b9e-bbf0-4218-992d-e2e03f711d62,Date/time est.,drserver.0.log
1398957102050,2014-4-1 16:11:42,Vault removable 1: temp: 32,Date/time est.,drserver.0.log
1398957102060,2014-4-1 16:11:42,Vault removable 1: temp: 33,Date/time est.,drserver.0.log
1398959578000,2014-4-1 16:52:58,1 May 2014 4:52:58 pm Vault Codex data pack 2: loading ID:282F2DE9040000DC,None.,drserver.0.log
1398959578000,2014-4-1 16:52:58,Uh-oh someone has reserved but state changed: event 4e793679-8895-43f3-a608-ed0b4bed1529 - opened->closed,Date/time est.,drserver.0.log
1398959611000,2014-4-1 16:53:31,1 May 2014 4:53:31 pm Vault Codex data pack 2: unloaded,None.,drserver.0.log
1398959611000,2014-4-1 16:53:31,Vault removable 1: temp: 32,Date/time est.,drserver.0.log
1398959611010,2014-4-1 16:53:31,Vault removable 1: temp: 33,Date/time est.,drserver.0.log
1398959611020,2014-4-1 16:53:31,Vault removable 1: temp: 32,Date/time est.,drserver.0.log
1398959611030,2014-4-1 16:53:31,Finished: Clear - Codex 2:Media Clear:7b58e43b-0f3c-499f-9981-1957d6dc0854,Date/time est.,drserver.0.log
1398959611040,2014-4-1 16:53:31,Udev: Failed to wait for settle. Exit code 1,Date/time est.,drserver.0.log
1398959611050,2014-4-1 16:53:31,Udev: Failed to wait for settle. Exit code 1,Date/time est.,drserver.0.log
1398959844000,2014-4-1 16:57:24,1 May 2014 4:57:24 pm Vault removable 1: unloaded,None.,drserver.0.log
1398959845000,2014-4-1 16:57:25,1 May 2014 4:57:25 pm drserver stopping.,None.,drserver.0.log
1398959845000,2014-4-1 16:57:25,Shutting down network links...,Date/time est.,drserver.0.log
1398959845010,2014-4-1 16:57:25,Stopping REDImageCodecProvider,Date/time est.,drserver.0.log
1398959845020,2014-4-1 16:57:25,[r3dconv] R3DConv received terminate signal...,Date/time est.,drserver.0.log
1398959845030,2014-4-1 16:57:25,[r3dconv] R3DConv closing connection to RRX...,Date/time est.,drserver.0.log
1398959845040,2014-4-1 16:57:25,[r3dconv] R3DConv exiting...,Date/time est.,drserver.0.log
1398959845050,2014-4-1 16:57:25,XIO:  fatal IO error 4 (Interrupted system call) on X server ;:0.0;,Date/time est.,drserver.0.log
1398959845060,2014-4-1 16:57:25,,Date/time est.,drserver.0.log
1398959845070,2014-4-1 16:57:25,      after 10 requests (10 known processed) with 0 events remaining.,Date/time est.,drserver.0.log
1398959845080,2014-4-1 16:57:25,,Date/time est.,drserver.0.log
1398959845090,2014-4-1 16:57:25,JUCE Assertion failure in juce_LeakedObjectDetector.h:95,Date/time est.,drserver.0.log
1398959845100,2014-4-1 16:57:25,Deleting REDImageCodecProvider,Date/time est.,drserver.0.log
1398959846000,2014-4-1 16:57:26,1 May 2014 4:57:26 pm drserver stopped.,Software shutdown.,drserver.0.log
1398959846000,2014-4-1 16:57:26,,Date/time est.,drserver.0.log
1399036516000,2014-4-2 14:15:16,2 May 2014 2:15:16 pm drserver starting.,Software starting.,drserver.0.log
1399036516000,2014-4-2 14:15:16,Version: 2014.nab.1409 Build date: Apr  4 2014,Date/time est.,drserver.0.log
1399036516010,2014-4-2 14:15:16,Serial number: 1145 System Key: 9fdb-7aa8-84d3-61bc,Date/time est.,drserver.0.log
1399036516020,2014-4-2 14:15:16,CPU: Intel(R)Core(TM)i7-3740QMCPU@2.70GHz (4),Date/time est.,drserver.0.log
1399036516030,2014-4-2 14:15:16,System Config: AddUnreferencedShots; VaultInternalStorage; AlexaMonochrome,Date/time est.,drserver.0.log
1399036516040,2014-4-2 14:15:16,SW-JPG2: Workers/Threads: 4/2,Date/time est.,drserver.0.log
1399036516050,2014-4-2 14:15:16,SW-JPG2: 64bit codec installed,Date/time est.,drserver.0.log
1399036516060,2014-4-2 14:15:16,Config Store: 0x20 0xa5 0xff 0xff 0xff 0xff 0xff 0xff ,Date/time est.,drserver.0.log
1399036516070,2014-4-2 14:15:16,Module 0: PCIE (serial=1126; type=3; config=0; fault=00),Date/time est.,drserver.0.log
1399036516080,2014-4-2 14:15:16,Module 1: Storage+LTO (serial=0; type=2; config=4; fault=00),Date/time est.,drserver.0.log
1399036516090,2014-4-2 14:15:16,1 video recorders available,Date/time est.,drserver.0.log
1399036517000,2014-4-2 14:15:17,2 May 2014 2:15:17 pm Vault internal 1: loading ID:500605BCD40027BF,None.,drserver.0.log
1399036517000,2014-4-2 14:15:17,OpenCL platforms & devices:,Date/time est.,drserver.0.log
1399036517010,2014-4-2 14:15:17,  * AMD Accelerated Parallel Processing: OpenCL 1.1 AMD-APP (831.4),Date/time est.,drserver.0.log
1399036517020,2014-4-2 14:15:17,  * NVIDIA CUDA: OpenCL 1.1 CUDA 6.0.1 [selected],Date/time est.,drserver.0.log
1399036517030,2014-4-2 14:15:17,    + [0xe468bf98] NVIDIA Corporation - GeForce GTX TITAN [selected],Date/time est.,drserver.0.log
1399036517040,2014-4-2 14:15:17,    + [0xe468bfc8] NVIDIA Corporation - GeForce GT 640,Date/time est.,drserver.0.log
1399036517050,2014-4-2 14:15:17,Using Sony Raw SDK Version: 2.3.0.12160_3791,Date/time est.,drserver.0.log
1399036517060,2014-4-2 14:15:17,Initialising SonyXAVCImageCodecProvider: libavcodec license: LGPL version 2.1 or later,Date/time est.,drserver.0.log
1399036517070,2014-4-2 14:15:17,REDCodecWorkerServer::start - launching: /usr/local/codex/bin/r3dconv -p r3dconv,Date/time est.,drserver.0.log
1399036519000,2014-4-2 14:15:19,2 May 2014 2:15:19 pm Starting api server,None.,drserver.0.log
1399036519000,2014-4-2 14:15:19,00. /dev/md127 - /dev/sdg1+/dev/sde1+/dev/sdd1,Date/time est.,drserver.0.log
1399036519010,2014-4-2 14:15:19,SoftwareRaidManager::checkActiveRaids: warning raid contains only 3 out of 4 disks,Date/time est.,drserver.0.log
1399036519020,2014-4-2 14:15:19,SoftwareRaidManager::notifyListeners: Raid OK /dev/md127(6b768143d0ec79810b5eae0abc5ac555) context: '',Date/time est.,drserver.0.log
1399036529000,2014-4-2 14:15:29,2 May 2014 2:15:29 pm : User ;Admin; logged on,None.,drserver.0.log
1399036532000,2014-4-2 14:15:32,2 May 2014 2:15:32 pm : User ;Admin; logged off,None.,drserver.0.log
1399036534000,2014-4-2 14:15:34,2 May 2014 2:15:34 pm : User ;dit; logged on,None.,drserver.0.log
1399036534000,2014-4-2 14:15:34,Added unreferenced clip 19733757-023a-490c-8f20-eb53be5b6b00,Date/time est.,drserver.0.log
1399036534010,2014-4-2 14:15:34,Added unreferenced clip 49e4a5f4-07b6-4f2b-be26-20b2e24cdc52,Date/time est.,drserver.0.log
1399036534020,2014-4-2 14:15:34,Added unreferenced clip 4a13c6ce-86de-41a9-a2c8-bba2ed1c75c9,Date/time est.,drserver.0.log
1399036534030,2014-4-2 14:15:34,Added unreferenced clip 37831b47-159b-4275-ab71-f4779324448f,Date/time est.,drserver.0.log
1399036534040,2014-4-2 14:15:34,Added unreferenced clip e7b17b6d-a56e-4672-86ca-96cc780d1b8b,Date/time est.,drserver.0.log
1399036534050,2014-4-2 14:15:34,Added unreferenced clip 4ab85337-59dc-40f8-a868-8b082848a143,Date/time est.,drserver.0.log
1399036534060,2014-4-2 14:15:34,Added unreferenced clip b68289b9-153e-49c1-8b18-67e2c8289571,Date/time est.,drserver.0.log
1399036534070,2014-4-2 14:15:34,Added unreferenced clip 283d7ba6-69c7-40ba-adfb-759f1e965498,Date/time est.,drserver.0.log
1399036534080,2014-4-2 14:15:34,Added unreferenced clip 9e531dfb-4ba0-4c63-9de1-f98150b21f5d,Date/time est.,drserver.0.log
1399036534090,2014-4-2 14:15:34,Added unreferenced clip 7408fefe-00df-4f4e-a774-062d64165719,Date/time est.,drserver.0.log
1399036534100,2014-4-2 14:15:34,Added unreferenced clip 1f998622-68ca-45b7-9d82-5903e7f95b81,Date/time est.,drserver.0.log
1399036534110,2014-4-2 14:15:34,Added unreferenced clip 33be2c59-fb8b-48c9-b44c-c2a451a8cb3a,Date/time est.,drserver.0.log
1399036534120,2014-4-2 14:15:34,Added unreferenced clip 0ee97076-001b-4862-bfed-3849db48e13f,Date/time est.,drserver.0.log
1399036534130,2014-4-2 14:15:34,Added unreferenced clip b13cfe6d-a567-46b3-a09d-db103fc13fd2,Date/time est.,drserver.0.log
1399036534140,2014-4-2 14:15:34,Added unreferenced clip 99d869bc-7c44-4b17-94b3-54f8c0961db6,Date/time est.,drserver.0.log
1399036534150,2014-4-2 14:15:34,Added unreferenced clip ee0f42a1-21ed-4646-962c-cb2d8f19da6c,Date/time est.,drserver.0.log
1399036534160,2014-4-2 14:15:34,Added unreferenced clip 97bf60eb-534e-4506-80a3-476ab4cba5f0,Date/time est.,drserver.0.log
1399036534170,2014-4-2 14:15:34,Added unreferenced clip 4a5b6536-4224-408c-8418-4050b735d219,Date/time est.,drserver.0.log
1399036534180,2014-4-2 14:15:34,Added unreferenced clip 1b1ac59f-63b6-4f04-bcb9-21331b6e47c6,Date/time est.,drserver.0.log
1399036534190,2014-4-2 14:15:34,Added unreferenced clip 588edc11-d484-47c6-b701-d3e0987d72c6,Date/time est.,drserver.0.log
1399036534200,2014-4-2 14:15:34,Added unreferenced clip 5a4dc4bf-cd5f-41fd-8758-4e82cbe646b9,Date/time est.,drserver.0.log
1399036534210,2014-4-2 14:15:34,Added unreferenced clip aabddc25-38f5-43a6-be0b-887b388790bc,Date/time est.,drserver.0.log
1399036534220,2014-4-2 14:15:34,Added unreferenced clip 1f91372a-6cd4-4f0e-8bb2-cdcd27651d43,Date/time est.,drserver.0.log
1399036534230,2014-4-2 14:15:34,Added unreferenced clip 541846a6-a798-4106-857f-ac049e49899b,Date/time est.,drserver.0.log
1399036534240,2014-4-2 14:15:34,Added unreferenced clip 1357248c-dc60-4161-b6bd-4bdf37b8873e,Date/time est.,drserver.0.log
1399036534250,2014-4-2 14:15:34,Added unreferenced clip 13302829-2471-4a5d-8263-d9eb03b41567,Date/time est.,drserver.0.log
1399036534260,2014-4-2 14:15:34,Added unreferenced clip 28bccf1c-4819-4db7-bc96-1273207d0e4c,Date/time est.,drserver.0.log
1399036534270,2014-4-2 14:15:34,Added unreferenced clip 216b11b2-73a0-4b4f-b5c8-33756e62ee9b,Date/time est.,drserver.0.log
1399036534280,2014-4-2 14:15:34,Added unreferenced clip def6f846-4b34-41c6-8082-d2e45e915e8c,Date/time est.,drserver.0.log
1399036534290,2014-4-2 14:15:34,Added unreferenced clip 03ae3e28-d287-4133-9924-1d49be13d712,Date/time est.,drserver.0.log
1399036534300,2014-4-2 14:15:34,Added unreferenced clip 2a797509-4299-42e4-9e05-b65cc032b1d7,Date/time est.,drserver.0.log
